小区ID,城市,行政区,小区名称,户型分类,户型类型,标准面积,面积区间,户型租金/毛坯,租金/简易装修,租金/精装修,租金/豪华装修,租金/付款方式,更新时间
---,上海,闵行区,静安新城（十二区）,3室1厅,---,7,"(0, 10]",2130,2130,2130,2130,押一付三,---
---,上海,闵行区,华莘花园,3室1厅,---,12,"(1, 11]",2100,2100,2100,2100,押一付三,---
---,上海,闵行区,莘闵花园,5室2厅,---,17,"(1, 11]",2130,2130,2130,2130,押一付三,---
---,上海,闵行区,金霄大厦,4室1厅,---,20,"(2, 12]",2570,2570,2570,2570,押一付三,---
---,上海,闵行区,罗秀苑南区,3室1厅,---,14,"(1, 11]",2260,2260,2260,2260,押一付三,---
---,上海,闵行区,莲花公寓,3室1厅,---,12,"(1, 11]",2100,2100,2100,2100,押一付三,---
---,上海,闵行区,申莘三村,4室1厅,---,11,"(1, 11]",1590,1590,1590,1590,押一付三,---
---,上海,闵行区,莘闵花园,5室1厅,---,21,"(2, 12]",1790,1790,1790,1790,押一付三,---
---,上海,闵行区,七韵美地苑,4室1厅,---,15,"(1, 11]",2650,2650,2650,2650,押一付三,---
---,上海,闵行区,金球花园,4室1厅,---,17,"(1, 11]",2370,2370,2370,2370,押一付三,---
---,上海,闵行区,园艺新村,3室1厅,---,12,"(1, 11]",2390,2390,2390,2390,押一付三,---
---,上海,闵行区,卫春三街坊,3室1厅,---,19,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,上海,闵行区,广海花园,5室2厅,---,17,"(1, 11]",2830,2830,2830,2830,押一付三,---
---,上海,闵行区,古美八村,3室1厅,---,7,"(0, 10]",2040,2040,2040,2040,押一付三,---
---,上海,闵行区,上海康城,4室1厅,---,19,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,上海,闵行区,上海阳城,4室1厅,---,24,"(2, 12]",2590,2590,2590,2590,押一付三,---
---,上海,闵行区,春申府邸,4室1厅,---,19,"(1, 11]",2460,2460,2460,2460,押一付三,---
---,上海,闵行区,古美四村,4室1厅,---,11,"(1, 11]",2050,2050,2050,2050,押一付三,---
---,上海,闵行区,东兰雅苑,4室1厅,---,8,"(0, 10]",2130,2130,2130,2130,押一付三,---
---,上海,闵行区,东方花园一期,5室1厅,---,8,"(0, 10]",1780,1780,1780,1780,押一付三,---
---,上海,闵行区,罗阳五村,3室1厅,---,25,"(2, 12]",2530,2530,2530,2530,押一付三,---
---,上海,闵行区,爱博四村,3室1厅,---,13,"(1, 11]",2260,2260,2260,2260,押一付三,---
---,上海,闵行区,骏苑,2室1厅,---,11,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,上海,闵行区,新时代富嘉花园,3室1厅,---,25,"(2, 12]",3030,3030,3030,3030,押一付三,---
---,上海,闵行区,名都新城,3室2厅,---,13,"(1, 11]",2530,2530,2530,2530,押一付三,---
---,上海,闵行区,浦江丽都,3室1厅,---,17,"(1, 11]",1460,1460,1460,1460,押一付三,---
---,上海,闵行区,春申新村,3室1厅,---,8,"(0, 10]",1690,1690,1690,1690,押一付三,---
---,上海,闵行区,航华二村,3室1厅,---,14,"(1, 11]",2230,2230,2230,2230,押一付三,---
---,上海,闵行区,静安新城（七区）,4室1厅,---,19,"(1, 11]",2830,2830,2830,2830,押一付三,---
---,上海,闵行区,虹莘新村,4室1厅,---,14,"(1, 11]",2130,2130,2130,2130,押一付三,---
---,上海,闵行区,莲浦花苑,3室1厅,---,9,"(0, 10]",1830,1830,1830,1830,押一付三,---
---,上海,闵行区,滨浦新苑二村,3室1厅,---,13,"(1, 11]",1690,1690,1690,1690,押一付三,---
---,上海,闵行区,平阳四村,3室1厅,---,16,"(1, 11]",2300,2300,2300,2300,押一付三,---
---,上海,闵行区,平阳二村,4室1厅,---,7,"(0, 10]",1890,1890,1890,1890,押一付三,---
---,上海,闵行区,爱博四村,3室1厅,---,13,"(1, 11]",2330,2330,2330,2330,押一付三,---
---,上海,闵行区,鹤北新村二街坊,3室1厅,---,12,"(1, 11]",1500,1500,1500,1500,押一付三,---
---,上海,闵行区,金都花好悦园,3室1厅,---,11,"(1, 11]",1690,1690,1690,1690,押一付三,---
---,上海,闵行区,地铁明珠苑,4室1厅,---,11,"(1, 11]",2160,2160,2160,2160,押一付三,---
---,上海,闵行区,恒德花苑,3室2厅,---,11,"(1, 11]",2230,2230,2230,2230,押一付三,---
---,上海,闵行区,新都名园,4室1厅,---,8,"(0, 10]",1860,1860,1860,1860,押一付三,---
---,上海,闵行区,新都名园,3室1厅,---,8,"(0, 10]",2000,2000,2000,2000,押一付三,---
---,上海,闵行区,银霄大厦,4室1厅,---,21,"(2, 12]",2300,2300,2300,2300,押一付三,---
---,上海,闵行区,银霄大厦,4室1厅,---,13,"(1, 11]",2160,2160,2160,2160,押一付三,---
---,上海,闵行区,华莘花园,4室1厅,---,12,"(1, 11]",2090,2090,2090,2090,押一付三,---
---,上海,闵行区,欧风花都,3室1厅,---,11,"(1, 11]",2360,2360,2360,2360,押一付三,---
---,上海,闵行区,大上海国际花园（十四区）,3室1厅,---,20,"(2, 12]",3190,3190,3190,3190,押一付三,---
---,上海,闵行区,新都名园,3室1厅,---,23,"(2, 12]",2590,2590,2590,2590,押一付三,---
---,上海,闵行区,莘城公寓,4室1厅,---,11,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,上海,闵行区,沁春园二村,3室1厅,---,13,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,上海,闵行区,广海花园,5室1厅,---,11,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,上海,闵行区,广海花园,5室1厅,---,12,"(1, 11]",2030,2030,2030,2030,押一付三,---
---,上海,闵行区,华宝花园,4室1厅,---,19,"(1, 11]",2790,2790,2790,2790,押一付三,---
---,上海,闵行区,华宝花园,4室1厅,---,21,"(2, 12]",2390,2390,2390,2390,押一付三,---
---,上海,闵行区,三春汇秀苑,3室1厅,---,13,"(1, 11]",1930,1930,1930,1930,押一付三,---
---,上海,闵行区,绿梅公寓（莘凌路241弄）,3室1厅,---,8,"(0, 10]",1560,1560,1560,1560,押一付三,---
---,上海,闵行区,报春四村,4室1厅,---,13,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,上海,闵行区,鹤北新村二街坊,3室1厅,---,11,"(1, 11]",1430,1430,1430,1430,押一付三,---
---,上海,闵行区,万科优诗美地,5室1厅,---,11,"(1, 11]",2590,2590,2590,2590,押一付三,---
---,上海,闵行区,光大花园(上海）,4室1厅,---,13,"(1, 11]",2500,2500,2500,2500,押一付三,---
---,上海,闵行区,春辉新村,3室1厅,---,13,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,上海,闵行区,阳光美景城3期,4室1厅,---,10,"(1, 11]",2260,2260,2260,2260,押一付三,---
---,上海,闵行区,新梅莘苑,3室1厅,---,11,"(1, 11]",2130,2130,2130,2130,押一付三,---
---,上海,闵行区,合生城邦四街坊,3室1厅,---,17,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,上海,闵行区,新都名园,4室1厅,---,18,"(1, 11]",2740,2740,2740,2740,押一付三,---
---,上海,闵行区,丽都城假日景苑,3室1厅,---,14,"(1, 11]",1700,1700,1700,1700,押一付三,---
---,上海,闵行区,紫藤新园,4室1厅,---,23,"(2, 12]",1930,1930,1930,1930,押一付三,---
---,上海,闵行区,华莘花园,3室1厅,---,21,"(2, 12]",2530,2530,2530,2530,押一付三,---
---,上海,闵行区,水清三村,3室1厅,---,10,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,上海,闵行区,银霄大厦,4室1厅,---,12,"(1, 11]",2000,2000,2000,2000,押一付三,---
---,上海,闵行区,万兆家园,4室1厅,---,12,"(1, 11]",2560,2560,2560,2560,押一付三,---
---,上海,闵行区,绿久苑,4室1厅,---,21,"(2, 12]",2190,2190,2190,2190,押一付三,---
---,上海,闵行区,明泉花园,4室1厅,---,8,"(0, 10]",2130,2130,2130,2130,押一付三,---
---,上海,闵行区,江南名邸,3室1厅,---,11,"(1, 11]",2030,2030,2030,2030,押一付三,---
---,上海,闵行区,金霄大厦,4室1厅,---,29,"(2, 12]",2980,2980,2980,2980,押一付三,---
---,上海,闵行区,水清年华花园,4室1厅,---,7,"(0, 10]",1960,1960,1960,1960,押一付三,---
---,上海,闵行区,中梅苑,4室1厅,---,19,"(1, 11]",2360,2360,2360,2360,押一付三,---
---,上海,闵行区,贵峰苑,4室1厅,---,34,"(3, 13]",1830,1830,1830,1830,押一付三,---
---,上海,闵行区,万泰花园,4室1厅,---,16,"(1, 11]",2190,2190,2190,2190,押一付三,---
---,上海,闵行区,浦江坤庭（公寓）,4室1厅,---,17,"(1, 11]",1990,1990,1990,1990,押一付三,---
---,上海,闵行区,和润家园,3室1厅,---,10,"(1, 11]",2300,2300,2300,2300,押一付三,---
---,上海,闵行区,沁春园二村,3室1厅,---,8,"(0, 10]",1530,1530,1530,1530,押一付三,---
---,上海,闵行区,春申城四季苑,4室1厅,---,14,"(1, 11]",1930,1930,1930,1930,押一付三,---
---,上海,闵行区,莲花河畔景苑,4室1厅,---,21,"(2, 12]",2690,2690,2690,2690,押一付三,---
---,上海,闵行区,万兆家园,5室2厅,---,21,"(2, 12]",3070,3070,3070,3070,押一付三,---
---,上海,闵行区,未名园,4室2厅,---,17,"(1, 11]",2030,2030,2030,2030,押一付三,---
---,上海,闵行区,贵峰苑,4室2厅,---,8,"(0, 10]",1460,1460,1460,1460,押一付三,---
---,上海,闵行区,嘉和花苑,5室2厅,---,15,"(1, 11]",2690,2690,2690,2690,押一付三,---
---,上海,闵行区,龙柏四村,2室1厅,---,8,"(0, 10]",2260,2260,2260,2260,押一付三,---
---,上海,闵行区,名都新城,5室1厅,---,14,"(1, 11]",2190,2190,2190,2190,押一付三,---
---,上海,闵行区,东兰新村,3室1厅,---,10,"(1, 11]",2190,2190,2190,2190,押一付三,---
---,上海,闵行区,莘城公寓,4室1厅,---,13,"(1, 11]",2030,2030,2030,2030,押一付三,---
---,上海,闵行区,名都新城,5室1厅,---,21,"(2, 12]",2840,2840,2840,2840,押一付三,---
---,上海,闵行区,中梅苑,4室1厅,---,21,"(2, 12]",2760,2760,2760,2760,押一付三,---
---,上海,闵行区,新申花城茉莉苑,3室1厅,---,11,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,上海,闵行区,平阳四村,3室1厅,---,7,"(0, 10]",1700,1700,1700,1700,押一付三,---
---,上海,闵行区,东方御花园北区,5室1厅,---,31,"(3, 13]",2930,2930,2930,2930,押一付三,---
---,上海,闵行区,古美四村,3室1厅,---,16,"(1, 11]",2340,2340,2340,2340,押一付三,---
---,上海,闵行区,莘南花苑,3室1厅,---,13,"(1, 11]",1800,1800,1800,1800,押一付三,---
---,上海,闵行区,东苑绿世界三期,3室1厅,---,14,"(1, 11]",2460,2460,2460,2460,押一付三,---
---,上海,闵行区,平吉一村,3室1厅,---,14,"(1, 11]",2260,2260,2260,2260,押一付三,---
---,上海,闵行区,蓝色港湾,3室1厅,---,19,"(1, 11]",2530,2530,2530,2530,押一付三,---
---,上海,闵行区,南国花园,6室1厅,---,13,"(1, 11]",2330,2330,2330,2330,押一付三,---
---,上海,闵行区,春申新村,3室1厅,---,18,"(1, 11]",2100,2100,2100,2100,押一付三,---
---,上海,闵行区,好世凤凰城,4室1厅,---,20,"(2, 12]",2320,2320,2320,2320,押一付三,---
---,上海,闵行区,静安新城（十二区）,3室1厅,---,15,"(1, 11]",2560,2560,2560,2560,押一付三,---
---,上海,闵行区,滨浦新苑四村,3室1厅,---,12,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,上海,闵行区,滨浦新苑四村,3室1厅,---,12,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,上海,闵行区,滨浦新苑四村,3室1厅,---,12,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,上海,静安区,华生大厦,4室1厅,---,15,"(1, 11]",3260,3260,3260,3260,押一付三,---
---,上海,静安区,静安兴海城,4室1厅,---,18,"(1, 11]",3860,3860,3860,3860,押一付三,---
---,上海,静安区,澳门公寓,2室1厅,---,13,"(1, 11]",3790,3790,3790,3790,押一付三,---
---,上海,静安区,澳门公寓,2室1厅,---,11,"(1, 11]",3590,3590,3590,3590,押一付三,---
---,上海,松江区,绿地香缇,4室1厅,---,13,"(1, 11]",1920,1920,1920,1920,押一付三,---
---,上海,松江区,保利西子湾,4室1厅,---,15,"(1, 11]",1580,1580,1580,1580,押一付三,---
---,上海,松江区,鼎信公寓,4室1厅,---,19,"(1, 11]",1610,1610,1610,1610,押一付三,---
---,上海,松江区,方舟园四村,4室1厅,---,16,"(1, 11]",1340,1340,1340,1340,押一付三,---
---,上海,松江区,绿地蔷薇九里,4室1厅,---,11,"(1, 11]",1480,1480,1480,1480,押一付三,---
---,上海,松江区,金地自在城（二期）,4室1厅,---,10,"(1, 11]",1540,1540,1540,1540,押一付三,---
---,上海,松江区,明丰公寓,3室1厅,---,17,"(1, 11]",1580,1580,1580,1580,押一付三,---
---,上海,松江区,九城湖滨国际,2室1厅,---,14,"(1, 11]",2330,2330,2330,2330,押一付三,---
---,上海,松江区,江川二村北区,3室1厅,---,13,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,上海,松江区,知雅汇（公寓）,3室1厅,---,12,"(1, 11]",1700,1700,1700,1700,押一付三,---
---,上海,松江区,亭汇花苑,4室1厅,---,54,"(5, 15]",2360,2360,2360,2360,押一付三,---
---,上海,松江区,荣乐五村,4室1厅,---,14,"(1, 11]",1330,1330,1330,1330,押一付三,---
---,上海,松江区,绿地蔷薇九里,4室1厅,---,36,"(3, 13]",1840,1840,1840,1840,押一付三,---
---,上海,松江区,奥林匹克花园,4室1厅,---,18,"(1, 11]",2600,2600,2600,2600,押一付三,---
---,上海,松江区,金丰蓝庭-二期,4室1厅,---,11,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,上海,松江区,绿洲华庭苑,4室1厅,---,28,"(2, 12]",1510,1510,1510,1510,押一付三,---
---,上海,松江区,知雅汇（公寓）,3室1厅,---,17,"(1, 11]",2030,2030,2030,2030,押一付三,---
---,上海,松江区,新凯城银杏苑,3室1厅,---,8,"(0, 10]",1360,1360,1360,1360,押一付三,---
---,上海,松江区,保利西子湾,2室1厅,---,14,"(1, 11]",1550,1550,1550,1550,押一付三,---
---,上海,松江区,松乐苑,4室1厅,---,22,"(2, 12]",1280,1280,1280,1280,押一付三,---
---,上海,松江区,信达蓝爵,4室1厅,---,11,"(1, 11]",1280,1280,1280,1280,押一付三,---
---,上海,松江区,荣乐五村,4室1厅,---,17,"(1, 11]",1210,1210,1210,1210,押一付三,---
---,上海,松江区,锦桂苑,3室1厅,---,16,"(1, 11]",1580,1580,1580,1580,押一付三,---
---,上海,松江区,民乐小区,3室1厅,---,15,"(1, 11]",1210,1210,1210,1210,押一付三,---
---,上海,松江区,祥和花苑,3室1厅,---,10,"(1, 11]",1140,1140,1140,1140,押一付三,---
---,上海,松江区,民乐小区,3室1厅,---,13,"(1, 11]",1280,1280,1280,1280,押一付三,---
---,上海,松江区,人乐小区,2室1厅,---,14,"(1, 11]",1470,1470,1470,1470,押一付三,---
---,上海,松江区,西林小区,3室1厅,---,12,"(1, 11]",1210,1210,1210,1210,押一付三,---
---,上海,松江区,西林小区,3室1厅,---,13,"(1, 11]",1340,1340,1340,1340,押一付三,---
---,上海,松江区,文景苑,3室1厅,---,11,"(1, 11]",1440,1440,1440,1440,押一付三,---
---,上海,松江区,通波小区,4室1厅,---,11,"(1, 11]",1070,1070,1070,1070,押一付三,---
---,上海,松江区,华润佘山九里,7室1厅,---,17,"(1, 11]",1620,1620,1620,1620,押一付三,---
---,上海,松江区,江诚苑,4室1厅,---,25,"(2, 12]",1410,1410,1410,1410,押一付三,---
---,上海,松江区,明丰公寓,4室1厅,---,21,"(2, 12]",1440,1440,1440,1440,押一付三,---
---,上海,松江区,江虹花园,4室1厅,---,16,"(1, 11]",1280,1280,1280,1280,押一付三,---
---,上海,松江区,公捷苑,3室1厅,---,15,"(1, 11]",1240,1240,1240,1240,押一付三,---
---,上海,松江区,北九峰小区,2室1厅,---,13,"(1, 11]",1370,1370,1370,1370,押一付三,---
---,上海,松江区,华亭绿景苑,4室1厅,---,31,"(3, 13]",1740,1740,1740,1740,押一付三,---
---,上海,松江区,天乐小区,3室1厅,---,13,"(1, 11]",1210,1210,1210,1210,押一付三,---
---,上海,松江区,荣乐一村,3室1厅,---,12,"(1, 11]",1170,1170,1170,1170,押一付三,---
---,上海,松江区,珠江新城,3室1厅,---,10,"(1, 11]",1370,1370,1370,1370,押一付三,---
---,上海,松江区,珠江新城,3室1厅,---,16,"(1, 11]",1710,1710,1710,1710,押一付三,---
---,上海,松江区,明丰公寓,4室1厅,---,19,"(1, 11]",2010,2010,2010,2010,押一付三,---
---,上海,松江区,天乐小区,3室1厅,---,11,"(1, 11]",1110,1110,1110,1110,押一付三,---
---,上海,松江区,文景苑,4室1厅,---,17,"(1, 11]",1380,1380,1380,1380,押一付三,---
---,上海,松江区,江中公寓,4室1厅,---,16,"(1, 11]",1340,1340,1340,1340,押一付三,---
---,上海,松江区,江中公寓,4室1厅,---,21,"(2, 12]",1470,1470,1470,1470,押一付三,---
---,上海,松江区,华中公寓,4室1厅,---,14,"(1, 11]",1180,1180,1180,1180,押一付三,---
---,上海,松江区,江中公寓,4室1厅,---,16,"(1, 11]",1310,1310,1310,1310,押一付三,---
---,上海,松江区,知雅汇（公寓）,3室1厅,---,19,"(1, 11]",2090,2090,2090,2090,押一付三,---
---,上海,松江区,文景苑,4室1厅,---,10,"(1, 11]",1270,1270,1270,1270,押一付三,---
---,上海,松江区,上海源花城,4室1厅,---,18,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,上海,松江区,建设花园,3室1厅,---,23,"(2, 12]",1570,1570,1570,1570,押一付三,---
---,上海,松江区,建设花园,4室1厅,---,19,"(1, 11]",1470,1470,1470,1470,押一付三,---
---,上海,松江区,松云水苑,4室1厅,---,13,"(1, 11]",1370,1370,1370,1370,押一付三,---
---,上海,松江区,华亭绿景苑,4室1厅,---,16,"(1, 11]",1440,1440,1440,1440,押一付三,---
---,上海,松江区,龙湖好望山（公寓）,3室2厅,---,16,"(1, 11]",1460,1460,1460,1460,押一付三,---
---,上海,松江区,江中公寓,3室1厅,---,22,"(2, 12]",1440,1440,1440,1440,押一付三,---
---,上海,松江区,誉品谷水湾,4室1厅,---,32,"(3, 13]",2410,2410,2410,2410,押一付三,---
---,上海,松江区,明丰公寓,4室1厅,---,18,"(1, 11]",1480,1480,1480,1480,押一付三,---
---,上海,松江区,东明花苑,3室1厅,---,10,"(1, 11]",1410,1410,1410,1410,押一付三,---
---,上海,松江区,安琪花苑(公寓),4室1厅,---,24,"(2, 12]",1680,1680,1680,1680,押一付三,---
---,上海,松江区,绿地蔷薇九里,3室1厅,---,9,"(0, 10]",1340,1340,1340,1340,押一付三,---
---,上海,松江区,祥和花苑,4室1厅,---,13,"(1, 11]",1110,1110,1110,1110,押一付三,---
---,上海,松江区,江诚苑,4室1厅,---,16,"(1, 11]",1340,1340,1340,1340,押一付三,---
---,上海,松江区,东明花苑,5室1厅,---,16,"(1, 11]",1410,1410,1410,1410,押一付三,---
---,上海,松江区,江中公寓,3室1厅,---,21,"(2, 12]",1410,1410,1410,1410,押一付三,---
---,上海,松江区,绿洲华庭苑,5室2厅,---,20,"(2, 12]",1510,1510,1510,1510,押一付三,---
---,上海,松江区,建设花园,4室1厅,---,15,"(1, 11]",1350,1350,1350,1350,押一付三,---
---,上海,松江区,天乐小区,3室1厅,---,18,"(1, 11]",1310,1310,1310,1310,押一付三,---
---,上海,松江区,绿地蔷薇九里,3室1厅,---,14,"(1, 11]",1480,1480,1480,1480,押一付三,---
---,上海,松江区,荣乐中路115弄,3室1厅,---,12,"(1, 11]",1140,1140,1140,1140,押一付三,---
---,上海,松江区,荣乐小区,4室1厅,---,14,"(1, 11]",1240,1240,1240,1240,押一付三,---
---,上海,松江区,名庭花苑,3室1厅,---,13,"(1, 11]",1380,1380,1380,1380,押一付三,---
---,上海,松江区,松云水苑,3室1厅,---,15,"(1, 11]",1280,1280,1280,1280,押一付三,---
---,上海,松江区,龙湖好望山（公寓）,3室2厅,---,14,"(1, 11]",1740,1740,1740,1740,押一付三,---
---,上海,松江区,三湘四季花城,4室1厅,---,17,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,上海,松江区,龙湖好望山（公寓）,4室2厅,---,22,"(2, 12]",2110,2110,2110,2110,押一付三,---
---,上海,松江区,信达蓝爵,4室1厅,---,10,"(1, 11]",1330,1330,1330,1330,押一付三,---
---,上海,松江区,星辰园,3室1厅,---,12,"(1, 11]",1440,1440,1440,1440,押一付三,---
---,上海,松江区,星辰园,4室1厅,---,13,"(1, 11]",1720,1720,1720,1720,押一付三,---
---,上海,松江区,三湘四季花城,3室1厅,---,19,"(1, 11]",1910,1910,1910,1910,押一付三,---
---,上海,松江区,白洋苑,4室1厅,---,26,"(2, 12]",1370,1370,1370,1370,押一付三,---
---,上海,松江区,三湘四季花城,4室1厅,---,18,"(1, 11]",1680,1680,1680,1680,押一付三,---
---,上海,松江区,安信湖畔天地坊,4室1厅,---,15,"(1, 11]",1440,1440,1440,1440,押一付三,---
---,上海,松江区,御上海,4室1厅,---,10,"(1, 11]",1340,1340,1340,1340,押一付三,---
---,上海,松江区,明丰公寓,3室1厅,---,14,"(1, 11]",1310,1310,1310,1310,押一付三,---
---,上海,松江区,紫东新苑,4室1厅,---,16,"(1, 11]",1480,1480,1480,1480,押一付三,---
---,上海,松江区,莱顿小城,4室1厅,---,13,"(1, 11]",1240,1240,1240,1240,押一付三,---
---,上海,松江区,名庭花苑,3室1厅,---,23,"(2, 12]",1810,1810,1810,1810,押一付三,---
---,上海,松江区,东明花苑,4室1厅,---,24,"(2, 12]",1910,1910,1910,1910,押一付三,---
---,上海,松江区,文景苑,3室1厅,---,19,"(1, 11]",1510,1510,1510,1510,押一付三,---
---,上海,松江区,江虹花园,3室1厅,---,20,"(2, 12]",1510,1510,1510,1510,押一付三,---
---,上海,松江区,明丰公寓,3室1厅,---,13,"(1, 11]",1310,1310,1310,1310,押一付三,---
---,上海,松江区,公捷苑,4室1厅,---,18,"(1, 11]",1240,1240,1240,1240,押一付三,---
---,上海,松江区,御上海,3室1厅,---,18,"(1, 11]",1990,1990,1990,1990,押一付三,---
---,上海,松江区,江川二村北区,3室1厅,---,11,"(1, 11]",1620,1620,1620,1620,押一付三,---
---,上海,松江区,润江花苑,4室1厅,---,12,"(1, 11]",1490,1490,1490,1490,押一付三,---
---,上海,松江区,润江花苑,4室1厅,---,17,"(1, 11]",1630,1630,1630,1630,押一付三,---
---,上海,松江区,塘和家园·海康苑,3室1厅,---,9,"(0, 10]",1490,1490,1490,1490,押一付三,---
---,上海,松江区,古楼新苑,3室1厅,---,17,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,上海,松江区,绿地小9窝,2室1厅,---,12,"(1, 11]",2200,2200,2200,2200,押一付三,---
---,上海,松江区,五洲云景花苑,5室1厅,---,14,"(1, 11]",1890,1890,1890,1890,押一付三,---
---,上海,松江区,塘和家园·海康苑,3室1厅,---,11,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,上海,松江区,良隆园,3室1厅,---,17,"(1, 11]",2080,2080,2080,2080,押一付三,---
---,上海,松江区,渔洋苑,3室1厅,---,14,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,上海,松江区,江川二村北区,3室1厅,---,13,"(1, 11]",1520,1520,1520,1520,押一付三,---
---,上海,松江区,江川二村北区,3室1厅,---,11,"(1, 11]",1520,1520,1520,1520,押一付三,---
---,上海,松江区,润江花苑,3室1厅,---,9,"(0, 10]",1420,1420,1420,1420,押一付三,---
---,上海,松江区,润江花苑,3室1厅,---,9,"(0, 10]",1460,1460,1460,1460,押一付三,---
---,上海,松江区,信达蓝爵,4室1厅,---,10,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,上海,松江区,金地玺华邨,5室1厅,---,10,"(1, 11]",1630,1630,1630,1630,押一付三,---
---,上海,松江区,信达蓝爵,3室1厅,---,11,"(1, 11]",1690,1690,1690,1690,押一付三,---
---,上海,松江区,金地玺华邨,5室1厅,---,16,"(1, 11]",2020,2020,2020,2020,押一付三,---
---,上海,松江区,金地玺华邨,5室1厅,---,11,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,上海,松江区,知雅汇（公寓）,5室1厅,---,19,"(1, 11]",2060,2060,2060,2060,押一付三,---
---,上海,松江区,江川二村北区,4室1厅,---,14,"(1, 11]",1760,1760,1760,1760,押一付三,---
---,上海,松江区,江川二村北区,3室1厅,---,13,"(1, 11]",1620,1620,1620,1620,押一付三,---
---,上海,松江区,金港花园（公寓）,3室1厅,---,23,"(2, 12]",1990,1990,1990,1990,押一付三,---
---,上海,松江区,金地自在城（二期）,4室1厅,---,10,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,上海,松江区,百鸟苑,2室1厅,---,12,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,上海,松江区,江川二村北区,3室1厅,---,13,"(1, 11]",1500,1500,1500,1500,押一付三,---
---,上海,松江区,江川二村北区,4室1厅,---,11,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,上海,松江区,九城湖滨国际,4室1厅,---,23,"(2, 12]",2160,2160,2160,2160,押一付三,---
---,上海,松江区,金地玺华邨,5室1厅,---,10,"(1, 11]",1600,1600,1600,1600,押一付三,---
---,上海,松江区,润江花苑,4室1厅,---,11,"(1, 11]",1460,1460,1460,1460,押一付三,---
---,上海,松江区,金地自在城（二期）,4室1厅,---,12,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,上海,松江区,百鸟苑,3室1厅,---,15,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,上海,松江区,沪亭小区,4室1厅,---,15,"(1, 11]",1870,1870,1870,1870,押一付三,---
---,上海,松江区,清泉警苑,4室1厅,---,11,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,上海,松江区,润江花苑,4室1厅,---,11,"(1, 11]",1690,1690,1690,1690,押一付三,---
---,上海,松江区,润和苑,3室1厅,---,22,"(2, 12]",1860,1860,1860,1860,押一付三,---
---,上海,松江区,百鸟苑,3室1厅,---,16,"(1, 11]",1780,1780,1780,1780,押一付三,---
---,上海,松江区,金地自在城（二期）,4室1厅,---,10,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,上海,松江区,奥林匹克花园,3室1厅,---,20,"(2, 12]",2190,2190,2190,2190,押一付三,---
---,上海,松江区,金地玺华邨,5室1厅,---,10,"(1, 11]",1600,1600,1600,1600,押一付三,---
---,上海,松江区,金地玺华邨,5室1厅,---,11,"(1, 11]",1700,1700,1700,1700,押一付三,---
---,上海,松江区,润江花苑,4室1厅,---,11,"(1, 11]",1430,1430,1430,1430,押一付三,---
---,上海,松江区,知雅汇（公寓）,4室1厅,---,12,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,上海,松江区,知雅汇（公寓）,3室1厅,---,11,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,上海,松江区,金地玺华邨,5室1厅,---,11,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,上海,松江区,江川二村北区,3室1厅,---,13,"(1, 11]",1590,1590,1590,1590,押一付三,---
---,上海,松江区,绿地小9窝,2室1厅,---,11,"(1, 11]",2030,2030,2030,2030,押一付三,---
---,上海,松江区,英伦风尚,3室1厅,---,15,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,上海,松江区,古楼新苑,3室1厅,---,14,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,上海,松江区,金地自在城（二期）,4室1厅,---,20,"(2, 12]",2130,2130,2130,2130,押一付三,---
